0;1
-18.886179;-3.6403883
-23.144592;-5.5561347
-23.451004;-4.8827615
-22.271696;-6.8458886
-23.159498;-4.9074025
-17.519505;-6.0281267
-18.370077;-1.9722452
-19.041042;-2.2008069
-17.618;-1.2550627
-16.891785;-7.081293
-15.559035;-3.879391
-18.562065;-9.044026
-21.757715;-4.2640796
-18.113413;-3.2091415
-16.303425;-2.472717
-19.152164;-4.2476053
-15.328202;-5.6405544
-16.44556;-3.9527457
-21.259384;-5.234742
-17.31863;-5.275365
-18.17582;-4.4109817
-18.950974;-3.0846994
-22.037567;-1.5393037
-18.416931;-8.666989
-17.046036;-6.2477574
-21.99672;-3.7374706
-22.621765;-5.451303
-18.73676;-3.2277267
-15.330928;-2.8011277
-23.598627;-5.6362123
-23.138176;-5.242158
-16.645004;-4.167577
-21.736076;-2.5173814
-21.120216;-2.6610084
-17.914278;-8.428788
-22.17577;-1.5824498
-21.031866;-4.7080073
-15.852777;-3.874208
-23.402178;-4.780256
-16.10833;-3.0083947
-19.38901;-4.274811
-16.734053;-5.7635093
-15.699052;-4.52249
-21.08888;-6.702662
-16.839966;-6.6490912
-17.176292;-3.356962
-21.93758;-2.4873555
-18.69596;-2.770536
-21.607954;-7.2897034
-19.221792;-1.7868598
-18.55848;-8.440616
-16.2656;-3.2382758
-23.366737;-7.2386246
-17.436123;-5.1324253
-20.688295;-7.543017
-21.093184;-1.2770932
-17.947681;-7.131574
-16.005432;-6.839234
-23.744421;-6.336984
-19.373163;-2.457287
-17.204742;-5.733107
-18.113918;-1.3761414
-17.925589;-2.4701285
-18.508724;-2.9059443
-21.457901;-4.885733
-19.55242;-3.453035
-16.198095;-3.6353152
-24.315844;-4.9120955
-16.267492;-3.2601335
-18.887688;-5.757368
-17.372551;-4.2337008
-19.364973;-4.3029375
-16.284302;-4.9848514
-22.400919;-2.367146
-21.46882;-4.5370207
-18.862743;-8.174352
-17.019121;-2.9019375
-18.553738;-2.253363
-22.386492;-6.5733614
-17.876442;-1.8824286
-18.216099;-2.5554047
-17.64435;-8.455269
-18.03462;-6.632898
-18.029163;-2.2394903
-18.294683;-2.492291
-19.105555;-5.015682
-24.122696;-4.865542
-18.30094;-5.5772023
-20.25295;-5.751491
-18.365896;-5.7493105
-22.711016;-3.3656821
-17.277924;-1.0922185
-22.597843;-4.104807
-18.487238;-4.1267166
-20.815895;-7.9058633
-22.821836;-8.157941
-15.956998;-6.289785
-22.44092;-7.1933417
-21.783665;-6.069532
-18.37067;-3.8040054
-19.27067;-4.5871396
-20.799017;-6.092185
-20.884796;-5.546409
-17.547474;-2.3886483
-22.173029;-6.246896
-17.06701;-2.937176
-18.079842;-8.588011
-15.795485;-5.9813957
-19.444563;-2.3908677
-17.933052;-5.234791
-18.588116;-6.7277822
-18.406822;-4.7688212
-18.170755;-5.608342
-16.001364;-4.7604046
-17.407946;-4.829087
-17.245468;-4.1828156
-20.698513;-2.289141
-16.577505;-4.731926
-22.987202;-6.294799
-18.647806;-1.9421061
-22.585798;-5.1770105
-20.512268;-3.9423254
-21.408062;-6.698137
-16.585077;-7.083736
-20.377039;-6.645538
-21.542282;-4.7564673
-16.798933;-3.85256
-22.85024;-6.163016
-16.139711;-4.786159
-21.851704;-3.503235
-22.105513;-5.5395594
-15.883934;-6.039578
-19.500711;-4.3341026
-17.54048;-2.307207
-21.726122;-6.5927157
-17.32837;-8.275218
-17.600683;-3.2250152
-15.421408;-4.905472
-14.814148;-4.1966
-16.217976;-6.6610103
-17.054327;-4.932782
-22.27735;-6.8833437
-15.327847;-4.096005
-18.983763;-6.0199738
-19.07613;-5.3285713
-24.042622;-4.07338
-18.712372;-1.8233407
-16.911703;-5.875898
-17.82178;-6.29313
-19.28802;-4.5152965
-23.849983;-5.415924
-18.64141;-6.515042
-17.685385;-4.2815876
-20.880896;-5.264578
-17.89032;-6.7992196
-16.91802;-5.688326
-18.537992;-6.81843
-15.59283;-2.6164446
-21.625626;-3.301735
-21.616432;-1.2527969
-20.941488;-2.0967183
-20.851492;-3.506017
-15.25554;-5.964937
-20.677053;-4.22494
-23.079002;-3.890278
-16.487906;-2.5500422
-20.954914;-7.867087
-23.038786;-7.100037
-17.280079;-4.051559
-22.000385;-4.9185214
-17.531378;-3.3457978
-17.886473;-8.0730505
-18.466309;-8.8063965
-17.794659;-4.278134
-17.740734;-6.0552588
-21.992777;-6.783125
-15.451544;-3.4394312
-18.39688;-3.0590658
-23.636229;-4.0305815
-17.305151;-3.7216017
-16.11095;-7.513544
-20.648603;-6.529892
-17.70667;-6.223
-16.897095;-5.037888
-22.696587;-7.6579666
-22.641888;-5.3413987
-22.766806;-7.0059648
-21.587156;-7.940133
-14.581826;-4.250183
-23.619226;-5.8559556
-20.958946;-6.179238
-17.038157;-2.6215382
-19.638863;-2.7186124
-19.73583;-7.7964535
-18.994587;-3.6220396
-23.079699;-4.771954
-21.467323;-3.3724136
-17.75227;-7.575737
-16.350637;-3.7351508
-19.583052;-5.2896347
-21.288893;-8.196005
-21.99327;-4.4964795
-17.003418;-1.3228886
-18.273191;-6.280063
-14.434981;-3.5901437
-21.594446;-2.5196807
-16.562204;-7.4738755
-19.599947;-2.138808
-16.576492;-2.6157498
-16.745085;-2.7393234
-21.61942;-5.8360176
-22.207361;-7.266562
-18.306217;-5.4187665
-23.84023;-5.2286367
-20.430801;-4.2872987
-15.994122;-3.4683142
-17.198189;-3.6418104
-17.513142;-3.4832628
-19.21228;-6.6382637
-18.80734;-6.8193784
-22.331636;-4.7532425
-17.660095;-4.949102
-19.690094;-3.715031
-16.844645;-4.544931
-24.128153;-5.984837
